,0,1,2,3,4,5,6,7,8
1141,frozenset({'TEC-AC-10004568','OFF-ST-10001963','OFF-AY-10000477','FUR-CH-10003833','OFF-ST-10003996'},,,,
1142,frozenset({'OFF-BI-10004209','OFF-BI-10002571','OFF-FA-10003485','OFF-ST-10001963','FUR-CH-10003833'},,,,
1143,frozenset({'OFF-BI-10004209','OFF-BI-10002571','OFF-FA-10003485','FUR-CH-10003833','OFF-ST-10003996'},,,,
1144,frozenset({'OFF-BI-10004209','OFF-BI-10002571','TEC-AC-10004568','OFF-FA-10003485','FUR-CH-10003833'},,,,
1145,frozenset({'OFF-BI-10004209','OFF-BI-10002571','OFF-ST-10001963','FUR-CH-10003833','OFF-ST-10003996'},,,,
1146,frozenset({'OFF-BI-10004209','OFF-BI-10002571','TEC-AC-10004568','OFF-ST-10001963','FUR-CH-10003833'},,,,
1147,frozenset({'OFF-BI-10004209','OFF-BI-10002571','TEC-AC-10004568','FUR-CH-10003833','OFF-ST-10003996'},,,,
1148,frozenset({'OFF-BI-10002571','OFF-FA-10003485','OFF-ST-10001963','FUR-CH-10003833','OFF-ST-10003996'},,,,
1149,frozenset({'OFF-BI-10002571','TEC-AC-10004568','OFF-FA-10003485','OFF-ST-10001963','FUR-CH-10003833'},,,,
1150,frozenset({'OFF-BI-10002571','TEC-AC-10004568','OFF-FA-10003485','FUR-CH-10003833','OFF-ST-10003996'},,,,
1151,frozenset({'OFF-BI-10002571','TEC-AC-10004568','OFF-ST-10001963','FUR-CH-10003833','OFF-ST-10003996'},,,,
1152,frozenset({'OFF-BI-10004209','OFF-FA-10003485','OFF-ST-10001963','FUR-CH-10003833','OFF-ST-10003996'},,,,
1153,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-FA-10003485','OFF-ST-10001963','FUR-CH-10003833'},,,,
1154,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-FA-10003485','FUR-CH-10003833','OFF-ST-10003996'},,,,
1155,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-ST-10001963','FUR-CH-10003833','OFF-ST-10003996'},,,,
1156,frozenset({'TEC-AC-10004568','OFF-FA-10003485','OFF-ST-10001963','FUR-CH-10003833','OFF-ST-10003996'},,,,
1157,frozenset({'OFF-BI-10003676','OFF-BI-10002609','FUR-FU-10000206','OFF-FA-10003485','OFF-EN-10003798'},,,,
1158,frozenset({'OFF-BI-10003676','OFF-BI-10002609','FUR-FU-10000206','OFF-EN-10003798','OFF-PA-10004735'},,,,
1159,frozenset({'OFF-BI-10003676','OFF-BI-10002609','FUR-FU-10000206','OFF-ST-10000642','OFF-EN-10003798'},,,,
1160,frozenset({'TEC-PH-10003589','OFF-BI-10003676','OFF-BI-10002609','FUR-FU-10000206','OFF-EN-10003798'},,,,
1161,frozenset({'OFF-BI-10003676','OFF-BI-10002609','FUR-FU-10000206','OFF-FA-10003485','OFF-PA-10004735'},,,,
1162,frozenset({'OFF-BI-10003676','OFF-BI-10002609','FUR-FU-10000206','OFF-ST-10000642','OFF-FA-10003485'},,,,
1163,frozenset({'TEC-PH-10003589','OFF-BI-10003676','OFF-BI-10002609','FUR-FU-10000206','OFF-FA-10003485'},,,,
1164,frozenset({'OFF-BI-10003676','OFF-BI-10002609','FUR-FU-10000206','OFF-ST-10000642','OFF-PA-10004735'},,,,
1165,frozenset({'TEC-PH-10003589','OFF-BI-10003676','OFF-BI-10002609','FUR-FU-10000206','OFF-PA-10004735'},,,,
1166,frozenset({'TEC-PH-10003589','OFF-BI-10003676','OFF-BI-10002609','FUR-FU-10000206','OFF-ST-10000642'},,,,
1167,frozenset({'OFF-BI-10002609','FUR-FU-10000206','OFF-FA-10003485','OFF-EN-10003798','OFF-PA-10004735'},,,,
1168,frozenset({'OFF-BI-10002609','FUR-FU-10000206','OFF-ST-10000642','OFF-FA-10003485','OFF-EN-10003798'},,,,
1169,frozenset({'TEC-PH-10003589','OFF-BI-10002609','FUR-FU-10000206','OFF-FA-10003485','OFF-EN-10003798'},,,,
1170,frozenset({'OFF-BI-10002609','FUR-FU-10000206','OFF-ST-10000642','OFF-EN-10003798','OFF-PA-10004735'},,,,
1171,frozenset({'TEC-PH-10003589','OFF-BI-10002609','FUR-FU-10000206','OFF-EN-10003798','OFF-PA-10004735'},,,,
1172,frozenset({'TEC-PH-10003589','OFF-BI-10002609','FUR-FU-10000206','OFF-ST-10000642','OFF-EN-10003798'},,,,
1173,frozenset({'OFF-BI-10002609','FUR-FU-10000206','OFF-ST-10000642','OFF-FA-10003485','OFF-PA-10004735'},,,,
1174,frozenset({'TEC-PH-10003589','OFF-BI-10002609','FUR-FU-10000206','OFF-FA-10003485','OFF-PA-10004735'},,,,
1175,frozenset({'TEC-PH-10003589','OFF-BI-10002609','FUR-FU-10000206','OFF-ST-10000642','OFF-FA-10003485'},,,,
1176,frozenset({'TEC-PH-10003589','OFF-BI-10002609','FUR-FU-10000206','OFF-ST-10000642','OFF-PA-10004735'},,,,
1177,frozenset({'OFF-BI-10003676','FUR-FU-10000206','OFF-FA-10003485','OFF-EN-10003798','OFF-PA-10004735'},,,,
1178,frozenset({'OFF-BI-10003676','FUR-FU-10000206','OFF-ST-10000642','OFF-FA-10003485','OFF-EN-10003798'},,,,
1179,frozenset({'TEC-PH-10003589','OFF-BI-10003676','FUR-FU-10000206','OFF-FA-10003485','OFF-EN-10003798'},,,,
1180,frozenset({'OFF-BI-10003676','FUR-FU-10000206','OFF-ST-10000642','OFF-EN-10003798','OFF-PA-10004735'},,,,
1181,frozenset({'TEC-PH-10003589','OFF-BI-10003676','FUR-FU-10000206','OFF-EN-10003798','OFF-PA-10004735'},,,,
1182,frozenset({'TEC-PH-10003589','OFF-BI-10003676','FUR-FU-10000206','OFF-ST-10000642','OFF-EN-10003798'},,,,
1183,frozenset({'OFF-BI-10003676','FUR-FU-10000206','OFF-ST-10000642','OFF-FA-10003485','OFF-PA-10004735'},,,,
1184,frozenset({'TEC-PH-10003589','OFF-BI-10003676','FUR-FU-10000206','OFF-FA-10003485','OFF-PA-10004735'},,,,
1185,frozenset({'TEC-PH-10003589','OFF-BI-10003676','FUR-FU-10000206','OFF-ST-10000642','OFF-FA-10003485'},,,,
1186,frozenset({'TEC-PH-10003589','OFF-BI-10003676','FUR-FU-10000206','OFF-ST-10000642','OFF-PA-10004735'},,,,
1187,frozenset({'FUR-FU-10000206','OFF-ST-10000642','OFF-FA-10003485','OFF-EN-10003798','OFF-PA-10004735'},,,,
1188,frozenset({'TEC-PH-10003589','FUR-FU-10000206','OFF-FA-10003485','OFF-EN-10003798','OFF-PA-10004735'},,,,
1189,frozenset({'TEC-PH-10003589','FUR-FU-10000206','OFF-ST-10000642','OFF-FA-10003485','OFF-EN-10003798'},,,,
1190,frozenset({'TEC-PH-10003589','FUR-FU-10000206','OFF-ST-10000642','OFF-EN-10003798','OFF-PA-10004735'},,,,
1191,frozenset({'TEC-PH-10003589','FUR-FU-10000206','OFF-ST-10000642','OFF-FA-10003485','OFF-PA-10004735'},,,,
1192,frozenset({'TEC-MA-10002412','OFF-AR-10003183','OFF-PA-10001804','FUR-FU-10001986','OFF-FA-10003485'},,,,
1193,frozenset({'OFF-AR-10003183','OFF-PA-10001804','FUR-FU-10001986','OFF-FA-10003485','TEC-MA-10003626'},,,,
1194,frozenset({'TEC-MA-10002412','OFF-AR-10003183','FUR-FU-10001986','OFF-FA-10003485','TEC-MA-10003626'},,,,
1195,frozenset({'TEC-MA-10002412','OFF-AR-10003183','OFF-PA-10001804','FUR-FU-10001986','TEC-MA-10003626'},,,,
1196,frozenset({'TEC-MA-10002412','OFF-PA-10001804','FUR-FU-10001986','OFF-FA-10003485','TEC-MA-10003626'},,,,
1197,frozenset({'FUR-FU-10003268','OFF-BI-10001359','OFF-FA-10003485','OFF-AP-10001563','OFF-EN-10003845'},,,,
1198,frozenset({'TEC-AC-10003709','FUR-FU-10003268','OFF-BI-10001359','OFF-AP-10001563','OFF-EN-10003845'},,,,
1199,frozenset({'TEC-AC-10003709','FUR-FU-10003268','OFF-BI-10001359','OFF-FA-10003485','OFF-AP-10001563'},,,,
1200,frozenset({'TEC-AC-10003709','FUR-FU-10003268','OFF-FA-10003485','OFF-AP-10001563','OFF-EN-10003845'},,,,
1201,frozenset({'TEC-AC-10003709','FUR-FU-10003268','OFF-BI-10001359','OFF-FA-10003485','OFF-EN-10003845'},,,,
1202,frozenset({'FUR-FU-10004666','TEC-PH-10000702','FUR-TA-10001039','OFF-FA-10003485','OFF-AP-10004052'},,,,
1203,frozenset({'OFF-BI-10002854','FUR-TA-10001039','OFF-FA-10003485','TEC-PH-10004447','OFF-ST-10003208'},,,,
1204,frozenset({'OFF-PA-10002666','FUR-TA-10001307','OFF-FA-10003485','OFF-BI-10000174','OFF-PA-10000675'},,,,
1205,frozenset({'TEC-PH-10000011','FUR-TA-10001307','OFF-FA-10003485','OFF-BI-10000174','OFF-PA-10000675'},,,,
1206,frozenset({'OFF-PA-10002666','TEC-PH-10000011','FUR-TA-10001307','OFF-FA-10003485','OFF-BI-10000174'},,,,
1207,frozenset({'OFF-PA-10002666','TEC-PH-10000011','FUR-TA-10001307','OFF-BI-10000174','OFF-PA-10000675'},,,,
1208,frozenset({'OFF-PA-10002666','TEC-PH-10000011','FUR-TA-10001307','OFF-FA-10003485','OFF-PA-10000675'},,,,
1209,frozenset({'TEC-AC-10003709','OFF-BI-10001359','OFF-FA-10003485','OFF-AP-10001563','OFF-EN-10003845'},,,,
1210,frozenset({'OFF-FA-10003485','TEC-PH-10000307','OFF-BI-10003350','TEC-CO-10004202','OFF-AP-10003849'},,,,
1211,frozenset({'OFF-AR-10001374','OFF-AR-10001953','OFF-FA-10003485','OFF-AR-10000657','OFF-ST-10003816'},,,,
1212,frozenset({'OFF-BI-10004209','OFF-BI-10002571','OFF-FA-10003485','OFF-AY-10000477','OFF-AR-10001419'},,,,
1213,frozenset({'OFF-BI-10004209','OFF-BI-10002571','OFF-ST-10001963','OFF-AY-10000477','OFF-AR-10001419'},,,,
1214,frozenset({'OFF-BI-10004209','OFF-BI-10002571','OFF-AY-10000477','OFF-ST-10003996','OFF-AR-10001419'},,,,
1215,frozenset({'OFF-BI-10004209','OFF-BI-10002571','TEC-AC-10004568','OFF-AY-10000477','OFF-AR-10001419'},,,,
1216,frozenset({'OFF-BI-10002571','OFF-FA-10003485','OFF-ST-10001963','OFF-AY-10000477','OFF-AR-10001419'},,,,
1217,frozenset({'OFF-BI-10002571','OFF-FA-10003485','OFF-AY-10000477','OFF-ST-10003996','OFF-AR-10001419'},,,,
1218,frozenset({'OFF-BI-10002571','TEC-AC-10004568','OFF-FA-10003485','OFF-AY-10000477','OFF-AR-10001419'},,,,
1219,frozenset({'OFF-BI-10002571','OFF-ST-10001963','OFF-AY-10000477','OFF-ST-10003996','OFF-AR-10001419'},,,,
1220,frozenset({'OFF-BI-10002571','TEC-AC-10004568','OFF-ST-10001963','OFF-AY-10000477','OFF-AR-10001419'},,,,
1221,frozenset({'OFF-BI-10002571','TEC-AC-10004568','OFF-AY-10000477','OFF-ST-10003996','OFF-AR-10001419'},,,,
1222,frozenset({'OFF-BI-10004209','OFF-FA-10003485','OFF-ST-10001963','OFF-AY-10000477','OFF-AR-10001419'},,,,
1223,frozenset({'OFF-BI-10004209','OFF-FA-10003485','OFF-AY-10000477','OFF-ST-10003996','OFF-AR-10001419'},,,,
1224,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-FA-10003485','OFF-AY-10000477','OFF-AR-10001419'},,,,
1225,frozenset({'OFF-BI-10004209','OFF-ST-10001963','OFF-AY-10000477','OFF-ST-10003996','OFF-AR-10001419'},,,,
1226,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-ST-10001963','OFF-AY-10000477','OFF-AR-10001419'},,,,
1227,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-AY-10000477','OFF-ST-10003996','OFF-AR-10001419'},,,,
1228,frozenset({'OFF-FA-10003485','OFF-ST-10001963','OFF-AY-10000477','OFF-ST-10003996','OFF-AR-10001419'},,,,
1229,frozenset({'TEC-AC-10004568','OFF-FA-10003485','OFF-ST-10001963','OFF-AY-10000477','OFF-AR-10001419'},,,,
1230,frozenset({'TEC-AC-10004568','OFF-FA-10003485','OFF-AY-10000477','OFF-ST-10003996','OFF-AR-10001419'},,,,
1231,frozenset({'TEC-AC-10004568','OFF-ST-10001963','OFF-AY-10000477','OFF-ST-10003996','OFF-AR-10001419'},,,,
1232,frozenset({'OFF-BI-10004209','OFF-BI-10002571','OFF-FA-10003485','OFF-ST-10001963','OFF-AR-10001419'},,,,
1233,frozenset({'OFF-BI-10004209','OFF-BI-10002571','OFF-FA-10003485','OFF-ST-10003996','OFF-AR-10001419'},,,,
1234,frozenset({'OFF-BI-10004209','OFF-BI-10002571','TEC-AC-10004568','OFF-FA-10003485','OFF-AR-10001419'},,,,
1235,frozenset({'OFF-BI-10004209','OFF-BI-10002571','OFF-ST-10001963','OFF-ST-10003996','OFF-AR-10001419'},,,,
1236,frozenset({'OFF-BI-10004209','OFF-BI-10002571','TEC-AC-10004568','OFF-ST-10001963','OFF-AR-10001419'},,,,
1237,frozenset({'OFF-BI-10004209','OFF-BI-10002571','TEC-AC-10004568','OFF-ST-10003996','OFF-AR-10001419'},,,,
1238,frozenset({'OFF-BI-10002571','OFF-FA-10003485','OFF-ST-10001963','OFF-ST-10003996','OFF-AR-10001419'},,,,
1239,frozenset({'OFF-BI-10002571','TEC-AC-10004568','OFF-FA-10003485','OFF-ST-10001963','OFF-AR-10001419'},,,,
1240,frozenset({'OFF-BI-10002571','TEC-AC-10004568','OFF-FA-10003485','OFF-ST-10003996','OFF-AR-10001419'},,,,
1241,frozenset({'OFF-BI-10002571','TEC-AC-10004568','OFF-ST-10001963','OFF-ST-10003996','OFF-AR-10001419'},,,,
1242,frozenset({'OFF-BI-10004209','OFF-FA-10003485','OFF-ST-10001963','OFF-ST-10003996','OFF-AR-10001419'},,,,
1243,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-FA-10003485','OFF-ST-10001963','OFF-AR-10001419'},,,,
1244,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-FA-10003485','OFF-ST-10003996','OFF-AR-10001419'},,,,
1245,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-ST-10001963','OFF-ST-10003996','OFF-AR-10001419'},,,,
1246,frozenset({'TEC-AC-10004568','OFF-FA-10003485','OFF-ST-10001963','OFF-ST-10003996','OFF-AR-10001419'},,,,
1247,frozenset({'TEC-MA-10002412','OFF-AR-10003183','OFF-PA-10001804','OFF-FA-10003485','TEC-MA-10003626'},,,,
1248,frozenset({'OFF-BI-10004209','OFF-BI-10002571','OFF-FA-10003485','OFF-ST-10001963','OFF-AY-10000477'},,,,
1249,frozenset({'OFF-BI-10004209','OFF-BI-10002571','OFF-FA-10003485','OFF-AY-10000477','OFF-ST-10003996'},,,,
1250,frozenset({'OFF-BI-10004209','OFF-BI-10002571','TEC-AC-10004568','OFF-FA-10003485','OFF-AY-10000477'},,,,
1251,frozenset({'OFF-BI-10004209','OFF-BI-10002571','OFF-ST-10001963','OFF-AY-10000477','OFF-ST-10003996'},,,,
1252,frozenset({'OFF-BI-10004209','OFF-BI-10002571','TEC-AC-10004568','OFF-ST-10001963','OFF-AY-10000477'},,,,
1253,frozenset({'OFF-BI-10004209','OFF-BI-10002571','TEC-AC-10004568','OFF-AY-10000477','OFF-ST-10003996'},,,,
1254,frozenset({'OFF-BI-10002571','OFF-FA-10003485','OFF-ST-10001963','OFF-AY-10000477','OFF-ST-10003996'},,,,
1255,frozenset({'OFF-BI-10002571','TEC-AC-10004568','OFF-FA-10003485','OFF-ST-10001963','OFF-AY-10000477'},,,,
1256,frozenset({'OFF-BI-10002571','TEC-AC-10004568','OFF-FA-10003485','OFF-AY-10000477','OFF-ST-10003996'},,,,
1257,frozenset({'OFF-BI-10002571','TEC-AC-10004568','OFF-ST-10001963','OFF-AY-10000477','OFF-ST-10003996'},,,,
1258,frozenset({'OFF-BI-10004209','OFF-FA-10003485','OFF-ST-10001963','OFF-AY-10000477','OFF-ST-10003996'},,,,
1259,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-FA-10003485','OFF-ST-10001963','OFF-AY-10000477'},,,,
1260,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-FA-10003485','OFF-AY-10000477','OFF-ST-10003996'},,,,
1261,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-ST-10001963','OFF-AY-10000477','OFF-ST-10003996'},,,,
1262,frozenset({'TEC-AC-10004568','OFF-FA-10003485','OFF-ST-10001963','OFF-AY-10000477','OFF-ST-10003996'},,,,
1263,frozenset({'OFF-PA-10002666','TEC-PH-10000011','OFF-FA-10003485','OFF-BI-10000174','OFF-PA-10000675'},,,,
1264,frozenset({'OFF-BI-10004209','OFF-BI-10002571','OFF-FA-10003485','OFF-ST-10001963','OFF-ST-10003996'},,,,
1265,frozenset({'OFF-BI-10004209','OFF-BI-10002571','TEC-AC-10004568','OFF-FA-10003485','OFF-ST-10001963'},,,,
1266,frozenset({'OFF-BI-10004209','OFF-BI-10002571','TEC-AC-10004568','OFF-FA-10003485','OFF-ST-10003996'},,,,
1267,frozenset({'OFF-BI-10004209','OFF-BI-10002571','TEC-AC-10004568','OFF-ST-10001963','OFF-ST-10003996'},,,,
1268,frozenset({'OFF-BI-10002571','TEC-AC-10004568','OFF-FA-10003485','OFF-ST-10001963','OFF-ST-10003996'},,,,
1269,frozenset({'OFF-BI-10003676','OFF-BI-10002609','OFF-FA-10003485','OFF-EN-10003798','OFF-PA-10004735'},,,,
1270,frozenset({'OFF-BI-10003676','OFF-BI-10002609','OFF-ST-10000642','OFF-FA-10003485','OFF-EN-10003798'},,,,
1271,frozenset({'TEC-PH-10003589','OFF-BI-10003676','OFF-BI-10002609','OFF-FA-10003485','OFF-EN-10003798'},,,,
1272,frozenset({'OFF-BI-10003676','OFF-BI-10002609','OFF-ST-10000642','OFF-EN-10003798','OFF-PA-10004735'},,,,
1273,frozenset({'TEC-PH-10003589','OFF-BI-10003676','OFF-BI-10002609','OFF-EN-10003798','OFF-PA-10004735'},,,,
1274,frozenset({'TEC-PH-10003589','OFF-BI-10003676','OFF-BI-10002609','OFF-ST-10000642','OFF-EN-10003798'},,,,
1275,frozenset({'OFF-BI-10003676','OFF-BI-10002609','OFF-ST-10000642','OFF-FA-10003485','OFF-PA-10004735'},,,,
1276,frozenset({'TEC-PH-10003589','OFF-BI-10003676','OFF-BI-10002609','OFF-FA-10003485','OFF-PA-10004735'},,,,
1277,frozenset({'TEC-PH-10003589','OFF-BI-10003676','OFF-BI-10002609','OFF-ST-10000642','OFF-FA-10003485'},,,,
1278,frozenset({'TEC-PH-10003589','OFF-BI-10003676','OFF-BI-10002609','OFF-ST-10000642','OFF-PA-10004735'},,,,
1279,frozenset({'OFF-BI-10002609','OFF-ST-10000642','OFF-FA-10003485','OFF-EN-10003798','OFF-PA-10004735'},,,,
1280,frozenset({'TEC-PH-10003589','OFF-BI-10002609','OFF-FA-10003485','OFF-EN-10003798','OFF-PA-10004735'},,,,
1281,frozenset({'TEC-PH-10003589','OFF-BI-10002609','OFF-ST-10000642','OFF-FA-10003485','OFF-EN-10003798'},,,,
1282,frozenset({'TEC-PH-10003589','OFF-BI-10002609','OFF-ST-10000642','OFF-EN-10003798','OFF-PA-10004735'},,,,
1283,frozenset({'TEC-PH-10003589','OFF-BI-10002609','OFF-ST-10000642','OFF-FA-10003485','OFF-PA-10004735'},,,,
1284,frozenset({'OFF-BI-10003676','OFF-ST-10000642','OFF-FA-10003485','OFF-EN-10003798','OFF-PA-10004735'},,,,
1285,frozenset({'TEC-PH-10003589','OFF-BI-10003676','OFF-FA-10003485','OFF-EN-10003798','OFF-PA-10004735'},,,,
1286,frozenset({'TEC-PH-10003589','OFF-BI-10003676','OFF-ST-10000642','OFF-FA-10003485','OFF-EN-10003798'},,,,
1287,frozenset({'TEC-PH-10003589','OFF-BI-10003676','OFF-ST-10000642','OFF-EN-10003798','OFF-PA-10004735'},,,,
1288,frozenset({'TEC-PH-10003589','OFF-BI-10003676','OFF-ST-10000642','OFF-FA-10003485','OFF-PA-10004735'},,,,
1289,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-FA-10003485','OFF-ST-10001963','OFF-ST-10003996'},,,,
1290,frozenset({'TEC-PH-10003589','OFF-ST-10000642','OFF-FA-10003485','OFF-EN-10003798','OFF-PA-10004735'},,,,
1291,frozenset({'OFF-PA-10001838','OFF-EN-10004846','TEC-AC-10003038','OFF-FA-10003485','OFF-SU-10003567'},,,,
1292,frozenset({'OFF-PA-10001838','TEC-PH-10001557','OFF-EN-10004846','OFF-FA-10003485','OFF-SU-10003567'},,,,
1293,frozenset({'OFF-PA-10001838','TEC-PH-10001760','OFF-EN-10004846','OFF-FA-10003485','OFF-SU-10003567'},,,,
1294,frozenset({'OFF-PA-10001838','TEC-PH-10001557','OFF-EN-10004846','TEC-AC-10003038','OFF-FA-10003485'},,,,
1295,frozenset({'OFF-PA-10001838','TEC-PH-10001760','OFF-EN-10004846','TEC-AC-10003038','OFF-FA-10003485'},,,,
1296,frozenset({'OFF-PA-10001838','TEC-PH-10001760','TEC-PH-10001557','OFF-EN-10004846','OFF-FA-10003485'},,,,
1297,frozenset({'TEC-PH-10001557','OFF-EN-10004846','TEC-AC-10003038','OFF-FA-10003485','OFF-SU-10003567'},,,,
1298,frozenset({'TEC-PH-10001760','OFF-EN-10004846','TEC-AC-10003038','OFF-FA-10003485','OFF-SU-10003567'},,,,
1299,frozenset({'TEC-PH-10001760','TEC-PH-10001557','OFF-EN-10004846','OFF-FA-10003485','OFF-SU-10003567'},,,,
1300,frozenset({'TEC-PH-10001760','TEC-PH-10001557','OFF-EN-10004846','TEC-AC-10003038','OFF-FA-10003485'},,,,
1301,frozenset({'OFF-PA-10001838','TEC-PH-10001557','OFF-EN-10004846','TEC-AC-10003038','OFF-SU-10003567'},,,,
1302,frozenset({'OFF-PA-10001838','TEC-PH-10001760','OFF-EN-10004846','TEC-AC-10003038','OFF-SU-10003567'},,,,
1303,frozenset({'OFF-PA-10001838','TEC-PH-10001760','TEC-PH-10001557','OFF-EN-10004846','OFF-SU-10003567'},,,,
1304,frozenset({'OFF-PA-10001838','TEC-PH-10001760','TEC-PH-10001557','OFF-EN-10004846','TEC-AC-10003038'},,,,
1305,frozenset({'TEC-PH-10001760','TEC-PH-10001557','OFF-EN-10004846','TEC-AC-10003038','OFF-SU-10003567'},,,,
1306,frozenset({'OFF-PA-10001838','TEC-PH-10001557','TEC-AC-10003038','OFF-FA-10003485','OFF-SU-10003567'},,,,
1307,frozenset({'OFF-PA-10001838','TEC-PH-10001760','TEC-AC-10003038','OFF-FA-10003485','OFF-SU-10003567'},,,,
1308,frozenset({'OFF-PA-10001838','TEC-PH-10001760','TEC-PH-10001557','OFF-FA-10003485','OFF-SU-10003567'},,,,
1309,frozenset({'OFF-PA-10001838','TEC-PH-10001760','TEC-PH-10001557','TEC-AC-10003038','OFF-FA-10003485'},,,,
1310,frozenset({'TEC-PH-10001760','TEC-PH-10001557','TEC-AC-10003038','OFF-FA-10003485','OFF-SU-10003567'},,,,
1311,frozenset({'OFF-PA-10001838','TEC-PH-10001760','TEC-PH-10001557','TEC-AC-10003038','OFF-SU-10003567'},,,,
1312,frozenset({'TEC-MA-10002412','FUR-AZ-10004270','OFF-AR-10003183','OFF-PA-10001804','FUR-FU-10001986','OFF-FA-10003485'},,,
1313,frozenset({'FUR-AZ-10004270','OFF-AR-10003183','OFF-PA-10001804','FUR-FU-10001986','OFF-FA-10003485','TEC-MA-10003626'},,,
1314,frozenset({'TEC-MA-10002412','FUR-AZ-10004270','OFF-AR-10003183','FUR-FU-10001986','OFF-FA-10003485','TEC-MA-10003626'},,,
1315,frozenset({'TEC-MA-10002412','FUR-AZ-10004270','OFF-AR-10003183','OFF-PA-10001804','FUR-FU-10001986','TEC-MA-10003626'},,,
1316,frozenset({'TEC-MA-10002412','FUR-AZ-10004270','OFF-PA-10001804','FUR-FU-10001986','OFF-FA-10003485','TEC-MA-10003626'},,,
1317,frozenset({'TEC-MA-10002412','FUR-AZ-10004270','OFF-AR-10003183','OFF-PA-10001804','OFF-FA-10003485','TEC-MA-10003626'},,,
1318,frozenset({'FUR-FU-10004666','FUR-CH-10001190','TEC-PH-10000702','FUR-TA-10001039','OFF-FA-10003485','OFF-AP-10004052'},,,
1319,frozenset({'FUR-FU-10003268','OFF-BI-10001359','OFF-FA-10003485','OFF-AP-10001563','OFF-EN-10003845','FUR-CH-10002073'},,,
1320,frozenset({'TEC-AC-10003709','FUR-FU-10003268','OFF-BI-10001359','OFF-AP-10001563','OFF-EN-10003845','FUR-CH-10002073'},,,
1321,frozenset({'TEC-AC-10003709','FUR-FU-10003268','OFF-BI-10001359','OFF-FA-10003485','OFF-AP-10001563','FUR-CH-10002073'},,,
1322,frozenset({'TEC-AC-10003709','FUR-FU-10003268','OFF-FA-10003485','OFF-AP-10001563','OFF-EN-10003845','FUR-CH-10002073'},,,
1323,frozenset({'TEC-AC-10003709','FUR-FU-10003268','OFF-BI-10001359','OFF-FA-10003485','OFF-EN-10003845','FUR-CH-10002073'},,,
1324,frozenset({'TEC-AC-10003709','OFF-BI-10001359','OFF-FA-10003485','OFF-AP-10001563','OFF-EN-10003845','FUR-CH-10002073'},,,
1325,frozenset({'OFF-BI-10004209','OFF-BI-10002571','OFF-FA-10003485','FUR-CH-10003833','OFF-AY-10000477','OFF-AR-10001419'},,,
1326,frozenset({'OFF-BI-10004209','OFF-BI-10002571','OFF-ST-10001963','FUR-CH-10003833','OFF-AY-10000477','OFF-AR-10001419'},,,
1327,frozenset({'OFF-BI-10004209','OFF-BI-10002571','FUR-CH-10003833','OFF-AY-10000477','OFF-ST-10003996','OFF-AR-10001419'},,,
1328,frozenset({'OFF-BI-10004209','OFF-BI-10002571','TEC-AC-10004568','FUR-CH-10003833','OFF-AY-10000477','OFF-AR-10001419'},,,
1329,frozenset({'OFF-BI-10002571','OFF-FA-10003485','OFF-ST-10001963','FUR-CH-10003833','OFF-AY-10000477','OFF-AR-10001419'},,,
1330,frozenset({'OFF-BI-10002571','OFF-FA-10003485','FUR-CH-10003833','OFF-AY-10000477','OFF-ST-10003996','OFF-AR-10001419'},,,
1331,frozenset({'OFF-BI-10002571','TEC-AC-10004568','OFF-FA-10003485','FUR-CH-10003833','OFF-AY-10000477','OFF-AR-10001419'},,,
1332,frozenset({'OFF-BI-10002571','OFF-ST-10001963','FUR-CH-10003833','OFF-AY-10000477','OFF-ST-10003996','OFF-AR-10001419'},,,
1333,frozenset({'OFF-BI-10002571','TEC-AC-10004568','OFF-ST-10001963','FUR-CH-10003833','OFF-AY-10000477','OFF-AR-10001419'},,,
1334,frozenset({'OFF-BI-10002571','TEC-AC-10004568','FUR-CH-10003833','OFF-AY-10000477','OFF-ST-10003996','OFF-AR-10001419'},,,
1335,frozenset({'OFF-BI-10004209','OFF-FA-10003485','OFF-ST-10001963','FUR-CH-10003833','OFF-AY-10000477','OFF-AR-10001419'},,,
1336,frozenset({'OFF-BI-10004209','OFF-FA-10003485','FUR-CH-10003833','OFF-AY-10000477','OFF-ST-10003996','OFF-AR-10001419'},,,
1337,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-FA-10003485','FUR-CH-10003833','OFF-AY-10000477','OFF-AR-10001419'},,,
1338,frozenset({'OFF-BI-10004209','OFF-ST-10001963','FUR-CH-10003833','OFF-AY-10000477','OFF-ST-10003996','OFF-AR-10001419'},,,
