gender;SeniorCitizen;tenure;PhoneService;Contract;PaymentMethod;MonthlyCharges;TotalCharges;Churn
Female;0;60;Yes;Month-to-month;Electronic check;106;6396;Yes
Female;0;1;Yes;Month-to-month;Mailed check;70;70;Yes
Female;0;52;Yes;Two year;Bank transfer (automatic);25;1270;No
Male;0;8;Yes;Month-to-month;Electronic check;95;760;No
Male;0;72;Yes;Two year;Bank transfer (automatic);106;7612;No
Female;0;64;Yes;One year;Mailed check;25;1643;No
Female;1;22;Yes;Month-to-month;Mailed check;70;1545;No
Male;0;60;No;Month-to-month;Bank transfer (automatic);60;3582;No
Female;0;28;Yes;Month-to-month;Electronic check;81;2227;Yes
Female;0;61;Yes;Two year;Mailed check;24;1418;No
Female;0;24;Yes;Month-to-month;Electronic check;104;2495;No
Male;0;28;Yes;One year;Bank transfer (automatic);93;2768;No
Female;0;30;Yes;Two year;Bank transfer (automatic);81;2369;No
Male;0;2;Yes;Month-to-month;Mailed check;20;38;No
Male;0;1;Yes;Month-to-month;Electronic check;75;75;No
Male;0;6;Yes;Month-to-month;Mailed check;20;101;No
Female;0;24;Yes;Month-to-month;Bank transfer (automatic);69;1614;No
Male;0;4;Yes;Month-to-month;Electronic check;101;386;Yes
Male;0;7;Yes;Month-to-month;Electronic check;100;673;Yes
Male;1;72;Yes;Two year;Bank transfer (automatic);116;8405;No
Male;0;70;No;Two year;Mailed check;40;2800;No
Male;1;64;Yes;Two year;Electronic check;102;6538;No
Male;0;72;Yes;One year;Electronic check;90;6589;No
Female;0;44;Yes;Two year;Mailed check;20;868;No
Female;0;13;Yes;Month-to-month;Electronic check;56;734;Yes
Female;1;17;Yes;One year;Mailed check;21;331;No
Male;0;1;Yes;Month-to-month;Electronic check;55;55;Yes
Male;0;9;Yes;Month-to-month;Mailed check;70;564;No
Male;0;24;Yes;Month-to-month;Mailed check;54;1315;No
Female;0;1;Yes;Month-to-month;Electronic check;75;75;Yes
Male;0;24;Yes;Month-to-month;Electronic check;80;1862;Yes
Male;1;35;Yes;Month-to-month;Electronic check;76;2747;No
Female;0;7;Yes;Month-to-month;Electronic check;76;554;No
Male;0;5;Yes;Month-to-month;Electronic check;96;453;Yes
Female;0;15;Yes;Month-to-month;Bank transfer (automatic);69;995;Yes
Male;0;11;Yes;Two year;Mailed check;20;226;No
Female;0;48;No;Month-to-month;Bank transfer (automatic);45;2145;Yes
Female;1;20;Yes;Month-to-month;Electronic check;81;1672;No
Female;0;72;Yes;One year;Bank transfer (automatic);109;8004;No
Female;0;8;Yes;Month-to-month;Electronic check;84;680;Yes
Male;0;72;Yes;Two year;Credit card (automatic);85;6131;No
Female;0;15;Yes;Month-to-month;Electronic check;100;1415;No
Male;0;72;Yes;Two year;Bank transfer (automatic);89;6202;No
Female;0;0;No;Two year;Bank transfer (automatic);53;53;No
Male;0;1;Yes;Month-to-month;Electronic check;74;74;Yes
Male;0;63;Yes;Two year;Bank transfer (automatic);105;6597;No
Female;0;2;Yes;Month-to-month;Electronic check;59;114;No
Female;0;2;Yes;Month-to-month;Electronic check;74;139;Yes
Male;1;61;Yes;One year;Bank transfer (automatic);64;3903;No
Male;0;1;Yes;Month-to-month;Mailed check;20;20;No
Male;0;22;No;One year;Bank transfer (automatic);44;904;Yes
Male;0;28;Yes;Month-to-month;Mailed check;61;1786;No
Female;0;70;Yes;Two year;Bank transfer (automatic);20;1398;No
Female;1;5;No;Month-to-month;Electronic check;28;131;Yes
Female;0;12;Yes;Month-to-month;Bank transfer (automatic);100;1238;Yes
Male;0;34;Yes;One year;Credit card (automatic);116;3899;No
Female;1;71;Yes;Two year;Credit card (automatic);81;5676;No
Female;0;70;Yes;One year;Bank transfer (automatic);65;4543;No
Female;0;52;Yes;Month-to-month;Bank transfer (automatic);84;4327;No
Male;0;69;Yes;Two year;Credit card (automatic);79;5503;No
Female;1;20;Yes;Month-to-month;Electronic check;94;1782;Yes
Male;0;11;Yes;Month-to-month;Mailed check;78;852;No
Male;0;2;Yes;Month-to-month;Electronic check;94;168;Yes
Female;0;6;Yes;Month-to-month;Electronic check;81;503;Yes
Female;0;1;Yes;Month-to-month;Mailed check;20;20;No
Male;1;20;Yes;One year;Credit card (automatic);94;1818;No
Male;0;61;Yes;Month-to-month;Electronic check;106;6300;No
Female;1;5;Yes;Month-to-month;Electronic check;74;335;Yes
Female;0;56;Yes;Month-to-month;Bank transfer (automatic);105;5917;No
Male;0;30;Yes;Month-to-month;Credit card (automatic);95;2852;No
Male;0;40;Yes;Month-to-month;Bank transfer (automatic);105;4132;Yes
Female;0;28;Yes;One year;Mailed check;54;1546;No
Female;1;5;Yes;Month-to-month;Electronic check;70;303;No
Female;1;27;Yes;Month-to-month;Bank transfer (automatic);75;1929;Yes
Male;0;12;Yes;Month-to-month;Credit card (automatic);20;265;No
Male;0;67;Yes;One year;Electronic check;105;6989;No
Male;1;29;Yes;Month-to-month;Electronic check;52;1442;No
Male;0;55;Yes;Month-to-month;Bank transfer (automatic);86;4713;No
Female;0;23;Yes;Month-to-month;Bank transfer (automatic);76;1759;Yes
Male;0;34;Yes;Month-to-month;Electronic check;100;3480;Yes
Male;0;52;Yes;One year;Electronic check;91;4738;No
Male;1;72;Yes;Two year;Credit card (automatic);116;8399;No
Male;0;58;Yes;One year;Credit card (automatic);95;5430;No
Male;0;35;Yes;Two year;Mailed check;20;687;No
Female;1;56;Yes;Two year;Bank transfer (automatic);100;5706;No
Female;0;24;Yes;Two year;Credit card (automatic);21;491;No
Male;0;70;Yes;Two year;Credit card (automatic);20;1360;No
Male;0;2;Yes;Month-to-month;Electronic check;80;174;No
Male;1;68;Yes;One year;Credit card (automatic);107;7380;No
Female;0;1;Yes;Month-to-month;Electronic check;85;85;Yes
Male;0;12;Yes;Month-to-month;Electronic check;90;1022;No
Female;0;63;Yes;Month-to-month;Bank transfer (automatic);82;5029;No
Female;0;33;Yes;One year;Mailed check;58;1955;No
Female;0;69;Yes;One year;Credit card (automatic);96;6744;No
Female;0;60;Yes;Two year;Bank transfer (automatic);81;4947;No
Female;0;72;Yes;Two year;Bank transfer (automatic);113;8249;No
Female;0;11;Yes;Month-to-month;Mailed check;59;602;No
Female;0;1;Yes;Month-to-month;Mailed check;20;20;No
Male;0;10;Yes;Month-to-month;Bank transfer (automatic);86;834;Yes
Male;0;13;No;Month-to-month;Credit card (automatic);46;597;Yes
Male;0;34;Yes;One year;Bank transfer (automatic);79;2647;No
Male;0;39;Yes;Month-to-month;Mailed check;86;3266;Yes
Female;0;65;Yes;One year;Bank transfer (automatic);105;6744;No
Male;1;50;Yes;One year;Bank transfer (automatic);102;5266;No
Male;0;15;Yes;Month-to-month;Mailed check;20;312;No
Male;0;72;Yes;Two year;Bank transfer (automatic);110;7967;No
Female;0;72;Yes;Two year;Bank transfer (automatic);116;8220;No
Male;0;55;Yes;Two year;Bank transfer (automatic);19;1153;No
Female;0;23;Yes;Two year;Credit card (automatic);26;515;No
Male;0;32;Yes;Month-to-month;Bank transfer (automatic);80;2596;Yes
Female;0;56;Yes;One year;Bank transfer (automatic);69;3808;No
Female;0;1;Yes;Month-to-month;Bank transfer (automatic);20;20;No
Male;0;38;Yes;One year;Mailed check;71;2708;No
Male;0;11;Yes;Month-to-month;Electronic check;70;760;No
Male;0;1;Yes;Month-to-month;Electronic check;49;49;No
Male;0;56;Yes;One year;Electronic check;107;6033;No
Male;0;3;Yes;Month-to-month;Mailed check;24;89;No
Male;0;7;Yes;Month-to-month;Credit card (automatic);70;516;No
Male;0;59;Yes;Two year;Credit card (automatic);100;5862;No
Male;0;7;Yes;Month-to-month;Bank transfer (automatic);64;446;No
Male;0;71;Yes;Two year;Credit card (automatic);71;4973;No
Male;0;15;Yes;One year;Electronic check;102;1667;No
Male;0;71;Yes;Two year;Credit card (automatic);74;5358;No
Female;0;35;Yes;Month-to-month;Electronic check;100;3528;Yes
Female;0;11;No;One year;Credit card (automatic);40;423;No
Female;0;60;Yes;Two year;Credit card (automatic);19;1103;No
Male;1;47;Yes;Two year;Bank transfer (automatic);60;2754;No
Female;0;11;Yes;One year;Credit card (automatic);65;697;No
Male;0;56;Yes;One year;Credit card (automatic);100;5614;Yes
Female;1;28;Yes;Month-to-month;Electronic check;111;3204;No
Male;0;61;Yes;Two year;Mailed check;81;4748;No
Male;0;31;Yes;One year;Bank transfer (automatic);98;3082;No
Male;0;9;Yes;Month-to-month;Electronic check;71;598;No
Male;1;35;Yes;Month-to-month;Electronic check;95;3365;No
Male;0;2;Yes;Month-to-month;Mailed check;20;39;No
Female;0;12;Yes;Month-to-month;Mailed check;19;234;Yes
Female;0;1;Yes;Month-to-month;Mailed check;75;75;Yes
Female;1;4;Yes;Month-to-month;Electronic check;89;346;Yes
Female;0;1;Yes;Month-to-month;Mailed check;19;19;No
Female;0;3;Yes;Month-to-month;Mailed check;20;62;No
Female;1;1;Yes;Month-to-month;Electronic check;86;86;Yes
Male;0;52;Yes;Two year;Credit card (automatic);63;3342;No
Male;0;5;Yes;One year;Mailed check;20;85;No
Male;0;72;Yes;Two year;Electronic check;99;7422;No
Male;0;71;Yes;Two year;Electronic check;90;6668;No
Male;0;72;Yes;Two year;Credit card (automatic);112;8071;No
Male;0;46;Yes;One year;Electronic check;25;1175;No
Male;0;63;Yes;Two year;Credit card (automatic);84;5435;No
Male;0;30;Yes;Month-to-month;Credit card (automatic);84;2439;No
Male;0;1;Yes;Month-to-month;Mailed check;46;46;No
Female;0;12;Yes;Month-to-month;Mailed check;62;714;Yes
Male;0;16;No;Two year;Mailed check;55;916;No
Male;0;4;Yes;Month-to-month;Mailed check;66;237;No
Male;0;51;Yes;One year;Credit card (automatic);90;4615;No
Male;0;65;Yes;Two year;Credit card (automatic);20;1414;No
Male;0;16;Yes;Month-to-month;Credit card (automatic);75;1171;No
Male;0;2;Yes;One year;Mailed check;20;48;No
Female;0;66;Yes;One year;Bank transfer (automatic);74;4859;No
Male;0;46;Yes;Two year;Electronic check;109;4903;No
Female;0;32;Yes;One year;Bank transfer (automatic);110;3608;No
Male;0;72;Yes;Two year;Credit card (automatic);87;6094;No
Male;0;38;Yes;Two year;Credit card (automatic);81;3085;No
Male;0;51;Yes;One year;Credit card (automatic);48;2357;No
Male;0;72;Yes;Two year;Bank transfer (automatic);115;8306;No
Female;1;65;Yes;Month-to-month;Bank transfer (automatic);105;6786;Yes
Male;0;9;No;Month-to-month;Electronic check;30;249;Yes
Female;0;9;Yes;Month-to-month;Mailed check;65;663;Yes
Male;0;66;Yes;Two year;Mailed check;21;1357;No
Female;1;44;Yes;One year;Credit card (automatic);110;4860;No
Male;0;50;Yes;Two year;Bank transfer (automatic);70;3418;No
Female;0;15;Yes;Month-to-month;Mailed check;49;631;No
Male;0;8;No;Month-to-month;Credit card (automatic);25;186;No
Female;1;66;Yes;One year;Credit card (automatic);103;6977;No
Female;0;57;Yes;Month-to-month;Bank transfer (automatic);88;4885;No
Female;0;7;Yes;Month-to-month;Bank transfer (automatic);79;523;No
Male;1;10;No;Month-to-month;Bank transfer (automatic);35;363;No
Female;0;62;Yes;One year;Electronic check;92;5756;No
Male;0;40;Yes;One year;Electronic check;85;3356;No
Female;0;20;Yes;Two year;Mailed check;20;407;No
Female;0;7;Yes;Month-to-month;Bank transfer (automatic);20;138;Yes
Female;0;25;Yes;Month-to-month;Electronic check;95;2396;No
Male;0;23;Yes;Month-to-month;Electronic check;84;1968;No
Female;1;66;Yes;One year;Credit card (automatic);105;6819;No
Female;1;72;Yes;Two year;Electronic check;112;7943;No
Male;1;49;Yes;Month-to-month;Credit card (automatic);90;4547;Yes
Male;1;43;Yes;Month-to-month;Bank transfer (automatic);111;4688;Yes
Female;0;46;Yes;Month-to-month;Bank transfer (automatic);55;2474;No
Male;0;72;Yes;Two year;Credit card (automatic);90;6563;No
Male;0;10;Yes;One year;Mailed check;20;176;No
Female;0;40;No;One year;Bank transfer (automatic);55;2236;No
Female;0;65;Yes;Month-to-month;Electronic check;106;6986;Yes
Male;0;31;Yes;Two year;Bank transfer (automatic);99;3110;No
Female;0;68;Yes;Two year;Credit card (automatic);71;4911;No
Male;1;56;Yes;One year;Bank transfer (automatic);105;5795;Yes
Male;0;10;Yes;Month-to-month;Electronic check;85;855;Yes
Male;0;68;Yes;Two year;Bank transfer (automatic);25;1620;No
Female;0;43;Yes;Month-to-month;Electronic check;56;2499;Yes
Male;0;1;Yes;Month-to-month;Electronic check;90;90;Yes
Female;1;49;Yes;One year;Bank transfer (automatic);90;4287;No
Female;0;15;Yes;Month-to-month;Electronic check;25;395;No
Male;1;20;Yes;Month-to-month;Electronic check;95;1900;Yes
Male;0;1;Yes;Month-to-month;Mailed check;46;46;Yes
Male;0;50;Yes;One year;Electronic check;70;3442;No
Female;1;2;Yes;Month-to-month;Electronic check;90;162;Yes
Male;1;24;Yes;Month-to-month;Credit card (automatic);70;1733;No
Female;0;3;Yes;Month-to-month;Bank transfer (automatic);70;222;Yes
Female;0;1;Yes;Month-to-month;Mailed check;75;75;Yes
Male;0;35;Yes;Two year;Mailed check;20;655;No
Female;0;17;Yes;Month-to-month;Mailed check;25;475;No
Female;1;8;Yes;Month-to-month;Electronic check;20;164;Yes
Male;0;10;Yes;Month-to-month;Credit card (automatic);95;865;No
Male;0;68;Yes;Two year;Credit card (automatic);89;6133;No
Male;0;45;Yes;One year;Bank transfer (automatic);79;3598;No
Male;0;2;Yes;One year;Mailed check;20;36;Yes
Male;0;37;Yes;Month-to-month;Bank transfer (automatic);20;698;No
Female;0;4;No;Month-to-month;Mailed check;24;96;Yes
Female;0;10;Yes;Month-to-month;Mailed check;45;429;No
Male;0;1;Yes;Month-to-month;Mailed check;20;20;No
Male;0;65;Yes;Two year;Mailed check;70;4459;No
Female;0;57;Yes;Two year;Bank transfer (automatic);20;1168;No
Female;0;3;Yes;Month-to-month;Mailed check;75;238;No
Female;0;2;Yes;Month-to-month;Electronic check;70;145;Yes
Male;0;49;No;Month-to-month;Bank transfer (automatic);30;1453;No
Female;0;4;Yes;Month-to-month;Mailed check;46;191;Yes
Female;0;70;No;Two year;Bank transfer (automatic);58;4039;No
Female;0;53;Yes;One year;Bank transfer (automatic);20;1039;No
Male;0;53;Yes;Two year;Credit card (automatic);26;1336;No
Female;0;1;Yes;Month-to-month;Mailed check;75;75;Yes
Male;0;22;Yes;Month-to-month;Credit card (automatic);25;493;No
Male;1;52;No;Month-to-month;Electronic check;49;2551;Yes
Male;1;65;Yes;Two year;Electronic check;110;7246;No
Female;0;48;Yes;One year;Bank transfer (automatic);25;1204;No
Female;0;2;No;Month-to-month;Electronic check;35;62;Yes
Male;0;3;Yes;Month-to-month;Mailed check;108;314;No
Male;0;45;Yes;Month-to-month;Bank transfer (automatic);81;3776;No
Male;0;1;Yes;Month-to-month;Electronic check;80;80;Yes
Female;0;61;Yes;Two year;Bank transfer (automatic);74;4616;No
Male;0;3;Yes;Month-to-month;Credit card (automatic);64;196;No
Female;1;40;Yes;One year;Credit card (automatic);104;4188;No
Female;0;1;Yes;Month-to-month;Mailed check;71;71;No
Female;0;1;Yes;Month-to-month;Electronic check;50;50;No
Male;0;51;Yes;One year;Bank transfer (automatic);25;1266;No
Male;1;2;Yes;Month-to-month;Electronic check;49;91;Yes
Male;0;52;No;One year;Mailed check;30;1623;No
Male;0;51;Yes;Month-to-month;Bank transfer (automatic);83;4149;No
Male;0;1;Yes;Month-to-month;Mailed check;20;20;No
Male;0;31;Yes;One year;Bank transfer (automatic);75;2345;No
Male;0;47;Yes;One year;Credit card (automatic);21;1013;No
Female;0;3;Yes;Month-to-month;Credit card (automatic);75;271;Yes
Female;1;22;Yes;One year;Mailed check;20;417;No
Female;0;1;Yes;Month-to-month;Mailed check;21;21;No
Male;0;72;Yes;Two year;Bank transfer (automatic);85;6316;No
Male;0;3;Yes;Month-to-month;Electronic check;50;168;Yes
Male;1;47;Yes;One year;Bank transfer (automatic);85;4018;No
Male;0;72;Yes;Two year;Credit card (automatic);67;4812;No
Male;0;66;Yes;Two year;Bank transfer (automatic);63;4190;No
Male;0;35;Yes;Month-to-month;Electronic check;83;2848;No
Male;0;29;Yes;Month-to-month;Electronic check;85;2516;No
Female;0;2;Yes;Month-to-month;Mailed check;21;34;No
Male;0;4;Yes;Month-to-month;Mailed check;49;208;No
Female;0;25;Yes;Month-to-month;Bank transfer (automatic);80;2015;Yes
Female;0;65;Yes;Two year;Mailed check;60;3740;No
Male;1;27;Yes;One year;Bank transfer (automatic);105;2964;No
Male;0;29;Yes;Month-to-month;Credit card (automatic);75;2263;No
Male;0;29;Yes;Month-to-month;Credit card (automatic);80;2212;No
Male;0;1;Yes;Month-to-month;Mailed check;20;20;Yes
Female;0;20;Yes;Month-to-month;Mailed check;81;1684;No
Female;0;58;Yes;Two year;Credit card (automatic);25;1519;No
Female;0;14;Yes;Month-to-month;Mailed check;86;1164;No
Male;0;72;Yes;Two year;Mailed check;25;1711;No
Male;0;46;Yes;Month-to-month;Credit card (automatic);89;4246;No
Female;0;71;No;Two year;Bank transfer (automatic);58;4146;No
Male;0;32;Yes;Month-to-month;Bank transfer (automatic);86;2664;No
Female;0;26;No;Month-to-month;Credit card (automatic);50;1278;No
Male;1;68;Yes;Month-to-month;Credit card (automatic);80;5589;No
Male;0;2;Yes;One year;Mailed check;20;35;No
Male;0;61;Yes;Two year;Credit card (automatic);21;1306;No
Female;0;4;Yes;Month-to-month;Electronic check;86;381;Yes
Male;0;3;Yes;Month-to-month;Electronic check;45;142;Yes
Male;1;33;Yes;Month-to-month;Electronic check;95;3106;Yes
Male;1;9;Yes;Month-to-month;Mailed check;21;205;No
Female;0;22;Yes;Two year;Mailed check;26;606;No
Female;0;5;Yes;Month-to-month;Electronic check;81;356;No
Female;1;30;Yes;Month-to-month;Credit card (automatic);92;2758;Yes
Male;0;65;Yes;Two year;Credit card (automatic);74;4806;No
Female;0;45;Yes;Month-to-month;Electronic check;87;3942;Yes
Male;0;5;Yes;Month-to-month;Mailed check;20;93;No
Male;0;25;Yes;Month-to-month;Electronic check;76;1901;No
Female;0;72;Yes;Two year;Bank transfer (automatic);79;5731;No
Female;0;27;Yes;Month-to-month;Bank transfer (automatic);90;2423;No
Male;0;32;No;Month-to-month;Credit card (automatic);51;1653;No
Female;0;30;Yes;One year;Credit card (automatic);110;3327;No
Male;0;70;Yes;Two year;Credit card (automatic);101;7086;No
Male;1;42;Yes;Month-to-month;Bank transfer (automatic);79;3344;No
Female;1;72;Yes;Two year;Bank transfer (automatic);90;6697;No
Female;0;47;Yes;Two year;Mailed check;65;2880;No
Female;0;2;Yes;Month-to-month;Electronic check;80;137;No
Male;0;10;Yes;Month-to-month;Electronic check;99;1009;Yes
Female;0;61;Yes;Two year;Mailed check;24;1552;No
Female;0;5;Yes;Month-to-month;Credit card (automatic);44;202;No
Female;1;72;Yes;Two year;Credit card (automatic);111;7882;No
Male;1;72;Yes;Two year;Bank transfer (automatic);115;8196;No
Female;1;3;Yes;Month-to-month;Mailed check;75;203;No
Male;0;48;Yes;Two year;Mailed check;19;855;No
Female;0;63;Yes;One year;Credit card (automatic);90;5817;No
Female;0;27;Yes;Month-to-month;Mailed check;57;1653;No
Male;0;70;Yes;Two year;Credit card (automatic);80;5600;No
Male;0;7;Yes;Month-to-month;Credit card (automatic);71;516;No
Male;0;0;Yes;Two year;Mailed check;20;20;No
Female;0;2;Yes;Month-to-month;Electronic check;90;191;No
Male;1;20;Yes;Month-to-month;Electronic check;99;1843;Yes
Male;0;66;Yes;Two year;Bank transfer (automatic);20;1254;No
Female;0;3;Yes;Month-to-month;Mailed check;20;57;No
Female;0;15;Yes;Month-to-month;Bank transfer (automatic);86;1270;Yes
Female;0;72;Yes;Two year;Bank transfer (automatic);90;6563;No
Male;0;1;Yes;Month-to-month;Mailed check;21;21;No
Female;0;22;Yes;Month-to-month;Electronic check;89;1908;Yes
Male;0;3;Yes;Month-to-month;Electronic check;70;209;Yes
Female;0;72;Yes;Two year;Bank transfer (automatic);67;4759;No
Male;0;65;Yes;Two year;Mailed check;20;1293;No
Female;0;11;No;Month-to-month;Mailed check;36;363;No
Male;0;22;Yes;Month-to-month;Mailed check;79;1600;No
Male;0;14;Yes;One year;Bank transfer (automatic);20;276;No
Male;0;41;Yes;Month-to-month;Electronic check;74;3089;No
Male;0;17;Yes;One year;Mailed check;65;1176;No
Male;0;11;Yes;Month-to-month;Credit card (automatic);20;237;No
Male;0;15;Yes;Month-to-month;Electronic check;93;1445;Yes
Female;0;1;Yes;Month-to-month;Mailed check;20;20;Yes
Female;0;5;Yes;Month-to-month;Mailed check;89;454;Yes
Male;0;33;Yes;One year;Electronic check;96;3037;Yes
Female;0;72;Yes;Two year;Credit card (automatic);111;8066;No
Female;0;3;No;Month-to-month;Mailed check;40;93;No
Male;0;2;Yes;Month-to-month;Electronic check;82;185;Yes
Female;0;59;Yes;One year;Credit card (automatic);107;6152;No
Male;0;2;Yes;Month-to-month;Electronic check;45;90;Yes
Male;0;71;Yes;Two year;Credit card (automatic);73;5155;No
